name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
I'm Scared,0.676,0.842,11,-6.192,0,0.294,0.0838,0.0,0.419,0.468,94.961,92200
Wicked,0.787,0.984,10,-3.312,0,0.166,0.15,0.0,0.0769,0.572,106.943,234400
Now I Gotta Wet 'Cha,0.777,0.846,10,-4.57,1,0.156,0.444,1.33e-06,0.386,0.626,96.835,224960
The Predator,0.682,0.703,7,-8.032,1,0.307,0.0267,0.0,0.195,0.558,175.213,243573
It Was A Good Day,0.809,0.648,5,-7.428,0,0.106,0.369,8.8e-06,0.229,0.755,82.299,261596
We Had To Tear This Mothaf***a Up,0.884,0.619,6,-6.218,1,0.302,0.0155,1.9e-05,0.167,0.565,98.837,262803
F**k 'Em,0.752,0.95,6,-6.594,0,0.276,0.153,0.0,0.413,0.51,98.345,122093
Dirty Mack,0.88,0.889,7,-4.43,1,0.165,0.0929,0.0,0.16,0.815,101.744,273600
Don't Trust 'Em,0.848,0.908,7,-3.951,1,0.356,0.0752,0.0,0.105,0.61,110.708,228995
Gangsta's Fairytale 2,0.783,0.556,6,-12.65,1,0.336,0.0548,0.00673,0.125,0.878,174.019,199000
Check Yo Self,0.891,0.72,1,-3.487,1,0.102,0.175,0.0,0.104,0.851,100.895,221600
Who Got The Camera?,0.753,0.632,9,-10.301,1,0.402,0.0508,0.0,0.487,0.671,87.568,276867
Integration,0.697,0.832,11,-8.193,0,0.248,0.00696,0.0,0.272,0.424,94.672,151760
Say Hi To The Bad Guy,0.84,0.82,1,-5.178,1,0.283,0.204,0.0,0.0939,0.549,105.962,189933
Endangered Species (Tales From The Darkside) - Remix,0.784,0.92,2,-8.062,1,0.198,0.209,1.38e-06,0.694,0.465,107.977,250427
Jackin' For Beats,0.873,0.813,7,-9.189,1,0.395,0.0992,0.0,0.816,0.569,104.125,177533
Get Off My Dick And Tell Yo Bitch To Come Here - Remix,0.86,0.557,11,-10.502,0,0.295,0.00331,0.0,0.155,0.528,97.012,219133
The Product,0.786,0.845,11,-7.752,0,0.234,0.023,0.0,0.331,0.675,110.161,215467
Dead Homiez,0.768,0.63,10,-10.513,0,0.225,0.0686,7.31e-06,0.329,0.608,84.203,235933
JD's Gaffilin' - Part 2,0.673,0.296,3,-13.604,0,0.932,0.788,0.0,0.144,0.919,93.322,32640
I Gotta Say What Up!!!,0.825,0.572,0,-11.937,0,0.32,0.0587,0.0,0.299,0.752,88.479,185400
The Nigga Ya Love To Hate,0.867,0.907,6,-5.077,1,0.29,0.116,0.0,0.182,0.693,109.829,196027
AmeriKKKa's Most Wanted,0.815,0.929,10,-6.237,0,0.242,0.00222,1.53e-06,0.163,0.511,105.774,245773
What They Hittin' Foe?,0.908,0.792,6,-5.085,0,0.345,0.036,0.0,0.131,0.799,98.47,80533
You Can't Fade Me,0.771,0.859,6,-5.316,0,0.414,0.0186,0.0,0.0667,0.681,174.797,284733
Once Upon A Time In The Projects,0.816,0.603,6,-6.795,1,0.282,0.00094,0.0,0.0767,0.8,154.323,247339
Endangered Species (Tales From The Darkside),0.827,0.881,11,-6.06,0,0.295,0.132,0.0,0.349,0.532,111.049,208051
Gangsta's Fairytale,0.953,0.868,11,-5.793,0,0.258,0.0567,0.0,0.106,0.807,109.823,206640
Rollin' Wit The Lench Mob,0.875,0.822,6,-6.487,0,0.277,0.00616,0.0,0.365,0.834,103.357,231800
Who's The Mack?,0.842,0.775,10,-6.529,0,0.24,0.0194,0.0,0.158,0.708,91.14,270293
It's A Man's World,0.869,0.871,7,-4.719,1,0.238,0.03,0.0,0.398,0.694,95.657,286840
The Bomb,0.712,0.948,4,-3.79,1,0.323,0.0425,0.0,0.335,0.544,115.85,206267
Endangered Species (Tales From The Darkside) - Remix,0.768,0.954,1,-5.393,1,0.199,0.126,4.68e-06,0.696,0.474,107.992,250693
Jackin' For Beats,0.875,0.931,7,-5.732,1,0.318,0.0888,0.0,0.822,0.512,104.15,175171
The Product,0.78,0.895,11,-5.149,0,0.263,0.0201,0.0,0.325,0.686,110.15,215000
Dead Homiez,0.716,0.75,10,-6.742,0,0.26,0.0423,1.75e-06,0.331,0.607,168.435,233173
I Gotta Say What Up!!!,0.825,0.72,5,-7.977,0,0.303,0.0438,0.0,0.312,0.748,88.488,187533
Better Off Dead,0.387,0.326,9,-22.855,0,0.13,0.247,0.000133,0.152,0.177,74.933,63933
The Nigga Ya Love To Hate,0.857,0.721,10,-12.702,0,0.341,0.118,0.0,0.178,0.594,109.806,193200
AmeriKKKa's Most Wanted,0.846,0.791,10,-12.727,0,0.198,0.016,0.0,0.327,0.713,107.788,248160
What They Hittin' Foe?,0.829,0.64,0,-13.111,1,0.48,0.0295,0.0,0.746,0.683,100.027,82867
You Can't Fade Me/JD's Gaffilin',0.813,0.506,6,-14.608,0,0.78,0.0109,0.0,0.542,0.749,174.292,312933
Once Upon A Time In The Projects,0.805,0.422,1,-13.546,1,0.302,0.0112,0.0,0.351,0.88,77.086,221067
Turn Off The Radio,0.651,0.491,1,-16.722,1,0.486,0.178,0.0,0.14,0.811,108.709,157667
Endangered Species (Tales From The Darkside),0.822,0.635,11,-13.571,0,0.304,0.148,0.0,0.0867,0.63,111.888,201573
A Gangsta's Fairytale,0.936,0.678,10,-13.284,0,0.254,0.15,0.0,0.251,0.859,110.426,196493
I'm Only Out For One Thang,0.8,0.48,6,-14.466,1,0.263,0.0271,0.0,0.061,0.647,92.536,130707
Get Off My Dick And Tell Yo Bitch To Come Here,0.922,0.61,6,-13.213,0,0.405,0.0605,0.0,0.0942,0.872,93.936,56893
The Drive-By,0.44,0.557,0,-18.932,1,0.46,0.165,0.000838,0.896,0.128,134.246,61733
Rollin' Wit The Lench Mob,0.897,0.521,6,-15.199,0,0.348,0.0474,0.0,0.321,0.779,103.294,223600
Who's The Mack?,0.846,0.507,10,-13.991,0,0.276,0.0699,0.0,0.0937,0.811,91.103,275667
It's A Man's World,0.892,0.522,7,-14.283,1,0.32,0.0525,0.0,0.147,0.639,95.46,326733
The Bomb,0.8,0.742,4,-12.262,1,0.331,0.0673,0.0,0.354,0.581,115.691,205307
I'm Number 1 - Album Version (Edited),0.567,0.752,2,-5.785,1,0.126,0.00218,0.000347,0.335,0.349,162.165,212867
Long Gone - Album Version (Edited),0.638,0.706,8,-5.981,1,0.0406,0.000322,0.0,0.283,0.567,88.099,220520
She’s So Fly - Album Version (Edited),0.783,0.811,6,-5.494,0,0.0498,0.0135,0.0,0.077,0.288,120.044,201173
Just A Dream,0.5,0.752,1,-6.161,1,0.0307,0.0421,0.0,0.12,0.102,89.874,237800
Making Movies,0.617,0.907,8,-5.822,0,0.0781,0.0769,6.95e-05,0.134,0.373,155.034,214147
Move That Body - Album Version (Edited),0.821,0.762,5,-7.231,0,0.0362,3.39e-05,4.31e-06,0.131,0.536,111.022,205013
1000 Stacks - Album Version (Edited),0.743,0.811,4,-4.588,0,0.379,0.052,0.0,0.312,0.536,180.141,250773
Gone,0.719,0.535,0,-7.379,1,0.037,0.0267,1.17e-05,0.239,0.416,144.959,267440
Don’t It Feel Good - Album Version (Edited),0.682,0.819,2,-8.086,1,0.0471,0.0237,3.3e-06,0.316,0.62,131.01,250467
Broke - Album Version (Edited),0.837,0.668,1,-5.688,0,0.0522,0.00914,0.0,0.0664,0.827,144.006,215173
Liv Tonight - Album Version (Edited),0.587,0.878,8,-5.343,1,0.0918,0.00425,0.0,0.0684,0.671,135.013,271053
Nothing Without Her - Album Version (Edited),0.578,0.651,1,-5.798,1,0.0476,0.0365,0.0,0.256,0.354,78.521,219867
I'm Number 1,0.375,0.768,2,-5.721,1,0.223,0.00304,0.000139,0.325,0.31,162.068,212867
Long Gone,0.545,0.755,8,-5.662,1,0.069,0.000342,0.0,0.29,0.551,176.003,220520
She’s So Fly,0.784,0.81,1,-5.466,0,0.0509,0.0162,0.0,0.0833,0.261,120.032,201160
Just A Dream,0.462,0.761,1,-6.169,1,0.0331,0.0426,0.0,0.123,0.112,180.048,237813
Making Movies,0.617,0.907,8,-5.822,0,0.0781,0.0769,6.95e-05,0.134,0.373,155.034,214147
Move That Body,0.827,0.765,5,-6.793,0,0.0366,2.96e-05,3.27e-06,0.131,0.545,111.011,205013
1000 Stacks,0.74,0.805,4,-4.527,0,0.373,0.0611,0.0,0.326,0.603,180.089,250773
Gone,0.719,0.535,0,-7.379,1,0.037,0.0267,1.17e-05,0.239,0.416,144.959,267440
Don’t It Feel Good,0.674,0.837,2,-8.077,1,0.0397,0.0262,1.96e-06,0.344,0.612,131.05,250467
Broke,0.83,0.678,1,-5.669,0,0.0525,0.0109,0.0,0.0623,0.839,143.998,215173
Liv Tonight,0.591,0.91,8,-4.593,1,0.0882,0.00492,0.0,0.0525,0.655,135.024,271053
Nothing Without Her,0.578,0.661,1,-5.805,1,0.0418,0.0387,0.0,0.19,0.406,78.533,219347
Go,0.721,0.795,6,-5.296,0,0.119,0.0192,0.0,0.26,0.487,94.023,278427
If I Gave U 1,0.648,0.733,10,-7.079,1,0.051,0.0843,1.44e-05,0.105,0.568,160.733,267320
k.I.s.s.,0.622,0.84,4,-4.436,0,0.0342,0.00292,4.7e-05,0.0426,0.612,163.027,224360
U Ain't Him,0.682,0.901,6,-4.787,0,0.217,0.117,0.0,0.0837,0.637,144.013,195573
Hold Up,0.583,0.8,1,-3.705,1,0.129,0.00802,0.0,0.551,0.275,168.062,228627
LA,0.634,0.782,1,-4.693,1,0.274,0.044,0.0,0.172,0.551,83.305,263067
Long Night,0.425,0.756,6,-6.16,0,0.149,0.0236,0.0,0.343,0.585,173.446,195027
Lie,0.507,0.685,1,-6.531,1,0.208,0.171,0.0,0.0963,0.56,101.122,260587
Party People - Dirty Version,0.655,0.848,1,-3.969,1,0.331,0.355,0.0,0.642,0.639,163.92,238573
Self Esteem,0.642,0.872,7,-3.81,1,0.145,0.0228,0.0,0.298,0.618,101.985,217453
Body On Me,0.781,0.658,7,-7.128,0,0.115,0.136,0.0,0.101,0.775,90.017,209707
Stepped On My J'z - Album Version (Explicit) With Intro,0.714,0.707,4,-5.876,0,0.202,0.164,0.0,0.085,0.72,78.997,303693
Let It Go Lil Mama,0.799,0.524,1,-7.142,0,0.341,0.35,0.0,0.301,0.761,164.153,262053
One & Only,0.576,0.49,8,-7.826,1,0.413,0.019,0.0,0.11,0.529,189.958,259933
Chill,0.78,0.894,4,-5.094,0,0.32,0.0289,0.0,0.186,0.418,86.489,342547
Who F*cks Wit Me,0.822,0.864,9,-4.97,1,0.0529,0.192,0.0,0.135,0.81,128.045,248253
UCUD GEDIT,0.677,0.681,1,-5.825,0,0.196,0.0486,0.0,0.0807,0.71,77.047,270720
Bay,0.95,0.48,11,-7.608,0,0.248,0.00374,0.0,0.0607,0.569,107.029,219013
Warrior,0.728,0.638,0,-6.34,1,0.336,0.217,0.0,0.0624,0.815,88.154,164787
Let's Go,0.675,0.88,1,-4.424,0,0.0896,0.0153,0.0,0.339,0.294,97.037,223147
U Ain't Him,0.676,0.906,6,-4.802,0,0.226,0.125,0.0,0.0924,0.633,144.028,195600
Hold Up,0.584,0.802,1,-3.695,1,0.145,0.00911,0.0,0.579,0.24,168.055,228600
LA,0.638,0.773,1,-4.69,1,0.268,0.0478,0.0,0.174,0.533,83.275,263067
Long Night,0.485,0.752,6,-6.129,0,0.147,0.0214,0.0,0.356,0.558,174.113,195027
Lie,0.75,0.684,1,-6.561,1,0.138,0.193,0.0,0.0957,0.565,101.065,260587
Party People - Dirty Version,0.657,0.847,1,-3.996,1,0.334,0.358,0.0,0.609,0.609,163.924,238573
Self Esteem,0.671,0.87,7,-3.786,1,0.139,0.0287,0.0,0.284,0.648,101.973,217480
Body On Me,0.682,0.662,7,-7.116,0,0.206,0.149,0.0,0.0919,0.758,179.882,209707
Stepped On My J'z - Album Version (Explicit) With Intro,0.718,0.698,4,-5.859,0,0.217,0.171,0.0,0.182,0.691,79.019,303667
Let It Go Lil Mama,0.795,0.53,1,-7.147,0,0.348,0.359,0.0,0.258,0.791,164.12,262053
One & Only,0.581,0.493,8,-7.805,1,0.42,0.0183,0.0,0.11,0.545,189.936,259933
Chill,0.785,0.892,4,-5.096,0,0.296,0.0333,0.0,0.134,0.443,86.496,342547
Who F*cks Wit Me,0.821,0.865,9,-4.95,1,0.0518,0.215,0.0,0.133,0.82,128.055,248253
UCUD GEDIT,0.433,0.67,1,-5.815,0,0.281,0.0472,0.0,0.0816,0.686,77.03,270707
Bay,0.849,0.485,11,-7.61,0,0.28,0.00391,0.0,0.0486,0.539,106.96,219533
U Ain't Him,0.681,0.899,6,-4.85,0,0.217,0.12,0.0,0.0964,0.608,144.066,195613
Hold Up,0.587,0.802,1,-3.701,1,0.135,0.0092,0.0,0.574,0.275,168.09,228587
LA,0.632,0.776,1,-4.714,1,0.259,0.0337,0.0,0.165,0.544,83.315,263067
Long Night,0.584,0.76,6,-6.173,0,0.088,0.0288,0.0,0.365,0.579,86.804,195027
Lie,0.749,0.691,1,-6.557,1,0.12,0.172,0.0,0.101,0.581,101.081,260587
Party People - Dirty Version,0.64,0.849,1,-3.994,1,0.357,0.354,0.0,0.587,0.666,163.925,238573
Self Esteem,0.659,0.871,7,-3.786,1,0.14,0.0265,0.0,0.293,0.623,101.947,217480
Body On Me,0.574,0.636,7,-7.173,0,0.325,0.142,0.0,0.0962,0.781,179.979,209707
Stepped On My J'z - Album Version (Explicit) With Intro,0.465,0.708,4,-5.86,0,0.343,0.178,0.0,0.0858,0.675,79.016,303667
Let It Go Lil Mama,0.793,0.529,6,-7.139,0,0.355,0.371,0.0,0.261,0.774,163.981,262053
One & Only,0.584,0.478,8,-7.815,1,0.394,0.0214,0.0,0.111,0.569,190.023,259933
Chill,0.783,0.895,0,-5.128,1,0.298,0.0356,0.0,0.12,0.422,86.493,342547
Who F*cks Wit Me,0.822,0.855,1,-4.958,0,0.0517,0.191,0.0,0.134,0.787,128.055,248253
UCUD GEDIT,0.676,0.686,1,-5.842,0,0.171,0.048,0.0,0.0827,0.731,77.004,268373
U Ain't Him - Album Version (Edited),0.67,0.902,6,-4.864,0,0.254,0.0902,0.0,0.105,0.608,144.002,195613
Hold Up - Album Version (Edited),0.592,0.802,1,-3.763,1,0.129,0.00712,0.0,0.516,0.276,168.039,228587
LA - Album Version (Edited),0.626,0.776,1,-4.717,1,0.299,0.0419,0.0,0.178,0.531,83.089,263067
Long Night - Album Version (Edited),0.583,0.76,6,-6.173,0,0.0881,0.0292,0.0,0.365,0.578,86.804,195027
Lie - Album Version (Edited),0.505,0.69,1,-6.597,1,0.166,0.148,0.0,0.0997,0.549,101.066,260587
Party People,0.709,0.801,1,-4.967,1,0.261,0.284,0.0,0.377,0.52,81.997,238573
Self Esteem - Album Version (Edited),0.655,0.87,7,-3.775,1,0.142,0.0257,0.0,0.243,0.656,101.886,217480
Body On Me,0.695,0.589,7,-8.629,0,0.332,0.166,0.0,0.104,0.72,179.975,209707
Stepped On My J'z - Album Version (Edited) With Intro,0.49,0.68,4,-6.723,0,0.367,0.179,0.0,0.0841,0.673,158.069,303680
Let It Go Lil Mama - Album Version (Edited),0.786,0.518,6,-7.109,0,0.358,0.374,0.0,0.182,0.776,164.259,262133
One & Only - Album Version (Edited),0.579,0.478,8,-7.804,1,0.398,0.0171,0.0,0.111,0.552,190.218,259840
Chill - Album Version (Edited),0.784,0.882,4,-5.152,0,0.3,0.0319,0.0,0.24,0.427,86.486,342547
Who F*cks Wit Me - Album Version (Edited),0.817,0.856,1,-5.009,0,0.05,0.217,0.0,0.131,0.816,128.052,248293
UCUD GEDIT - Album Version (Edited),0.687,0.671,1,-5.755,0,0.161,0.0568,0.0,0.0806,0.706,76.996,268373
Play It Off,0.848,0.516,4,-5.61,0,0.105,0.0544,0.0,0.197,0.866,91.861,228080
My Place,0.633,0.73,1,-4.146,0,0.0458,0.0682,2.12e-06,0.174,0.609,81.574,336760
Over And Over,0.643,0.521,7,-10.017,1,0.0725,0.00809,3.05e-06,0.135,0.459,169.801,253933
Flap Your Wings,0.899,0.824,1,-3.884,1,0.0581,0.0171,5.32e-06,0.135,0.872,105.547,243133
Pretty Toes,0.812,0.819,11,-4.401,0,0.226,0.368,0.0,0.119,0.617,95.848,269853
She Don't Know My Name,0.597,0.738,0,-4.926,1,0.203,0.0163,0.0,0.27,0.335,87.773,266307
Nobody Knows,0.829,0.547,11,-7.687,0,0.173,0.00817,0.0,0.338,0.92,143.973,276773
Heart Of A Champion,0.531,0.961,9,-3.621,0,0.183,0.0815,0.0,0.62,0.799,78.828,270067
Na-NaNa-Na,0.765,0.799,11,-4.38,0,0.142,0.151,0.0,0.306,0.388,89.878,239413
Getcha Getcha,0.797,0.745,2,-6.221,1,0.36,0.0254,0.0,0.105,0.741,85.855,278453
River Don't Runnn,0.631,0.731,7,-3.362,1,0.37,0.0147,0.0,0.126,0.606,167.782,299840
Playa,0.652,0.591,1,-5.029,1,0.245,0.097,0.0,0.139,0.78,100.012,236693
N Dey Say,0.862,0.723,0,-4.367,1,0.0374,0.257,0.0,0.156,0.688,97.64,217173
Fly Away,0.796,0.647,5,-7.107,1,0.0312,0.0232,0.0,0.0713,0.423,119.99,248853
Grillz,0.867,0.504,4,-7.737,0,0.241,0.0358,0.0,0.307,0.84,82.996,271160
Tired,0.822,0.673,3,-5.884,0,0.0458,0.0195,0.0,0.0733,0.925,138.016,196733
Nasty Girl,0.831,0.658,2,-6.183,1,0.163,0.113,1.26e-06,0.237,0.675,106.355,290707
Heart Of A Champion - Album Version / Explicit,0.559,0.946,9,-3.382,0,0.156,0.103,0.0,0.589,0.901,157.728,269987
Na-NaNa-Na - Album Version / Explicit,0.77,0.789,9,-4.254,1,0.12,0.167,0.0,0.295,0.432,89.851,239640
Flap Your Wings,0.903,0.819,1,-3.984,1,0.0588,0.0225,2.84e-06,0.08,0.89,105.627,243560
American Dream - Album Version / Explicit,0.842,0.782,11,-5.211,0,0.221,0.043,0.0,0.227,0.689,86.893,296747
River Don't Runnn - Album Version / Explicit,0.62,0.778,7,-2.696,1,0.341,0.0164,0.0,0.229,0.621,167.778,299120
Tilt Ya Head Back - Album Version / Explicit,0.846,0.719,10,-5.764,0,0.133,0.0313,0.0,0.315,0.741,115.715,253253
Grand Hang Out - Album Version / Explicit,0.793,0.745,2,-5.103,1,0.106,0.0245,0.0,0.205,0.465,90.866,290947
Getcha Getcha,0.787,0.756,2,-6.217,1,0.372,0.0165,0.0,0.0767,0.704,85.87,277480
Another One - Album Version / Explicit,0.894,0.761,8,-4.383,1,0.0782,0.0403,0.0,0.0907,0.93,86.388,281227
Spida Man - Album Version / Explicit,0.74,0.621,9,-7.505,0,0.0601,0.0354,0.0,0.129,0.519,148.521,291893
Playa - Album Version / Explicit,0.899,0.579,1,-5.001,1,0.149,0.0878,0.0,0.0756,0.78,100.015,236467
Down In Da Water - Album Version / Explicit,0.832,0.639,1,-5.895,1,0.0574,0.00408,1.05e-06,0.0811,0.354,152.922,260440
Boy - Album Version / Explicit,0.669,0.92,10,-5.6,0,0.0571,0.0458,1.26e-06,0.844,0.663,82.82,239933
Don't Stop,0.9,0.609,7,-5.099,1,0.0601,0.058,1.14e-06,0.0739,0.363,103.266,237187
Heart Of A Champion - Album Version / Explicit,0.565,0.945,9,-3.38,0,0.159,0.105,0.0,0.536,0.858,157.754,269987
Na-NaNa-Na - Album Version / Explicit,0.771,0.791,11,-4.232,0,0.115,0.143,0.0,0.296,0.461,89.847,239640
Flap Your Wings,0.897,0.835,4,-3.998,0,0.0652,0.0205,3.41e-06,0.0846,0.885,105.627,243560
American Dream - Album Version / Explicit,0.843,0.784,11,-5.187,0,0.229,0.0558,0.0,0.256,0.668,86.889,296747
River Don't Runnn - Album Version / Explicit,0.627,0.764,7,-2.729,1,0.34,0.0189,0.0,0.249,0.605,167.758,299120
Tilt Ya Head Back - Album Version / Explicit,0.836,0.724,10,-5.789,0,0.145,0.0336,0.0,0.279,0.735,115.72,253253
Grand Hang Out - Album Version / Explicit,0.774,0.75,2,-5.134,1,0.137,0.0285,0.0,0.154,0.458,90.877,290947
Getcha Getcha,0.786,0.753,6,-6.261,0,0.37,0.0179,0.0,0.0986,0.659,85.916,277480
Another One - Album Version / Explicit,0.857,0.767,8,-4.367,1,0.105,0.0411,0.0,0.0874,0.917,172.838,281227
Spida Man - Album Version / Explicit,0.745,0.617,9,-7.493,0,0.0568,0.0367,0.0,0.0989,0.519,148.552,291893
Playa - Album Version / Explicit,0.899,0.58,1,-5.009,1,0.145,0.0988,0.0,0.0784,0.785,100.031,236467
Down In Da Water - Album Version / Explicit,0.834,0.645,1,-5.895,1,0.0576,0.00379,1.65e-06,0.0885,0.406,152.936,260440
Boy - Album Version / Explicit,0.665,0.917,10,-5.593,0,0.0652,0.0489,0.0,0.86,0.711,82.905,239947
Heart Of A Champion,0.561,0.947,9,-3.596,0,0.141,0.0915,0.0,0.438,0.875,157.771,269987
Na-NaNa-Na,0.765,0.812,11,-4.387,0,0.135,0.157,0.0,0.298,0.394,89.878,239640
Flap Your Wings,0.902,0.815,1,-3.907,1,0.0601,0.0193,5.79e-06,0.0988,0.854,105.56,243560
American Dream,0.843,0.783,11,-5.372,0,0.234,0.0441,0.0,0.293,0.667,86.862,296747
River Don't Runnn,0.581,0.711,7,-3.377,1,0.348,0.0142,0.0,0.22,0.609,82.785,299120
Tilt Ya Head Back,0.836,0.724,10,-5.789,0,0.145,0.0336,0.0,0.276,0.735,115.72,253253
Grand Hang Out,0.795,0.77,2,-4.486,1,0.106,0.0193,0.0,0.179,0.476,90.854,290947
Getcha Getcha,0.799,0.747,6,-6.207,0,0.353,0.0244,0.0,0.146,0.718,85.868,277480
Another One,0.892,0.771,8,-4.284,1,0.0779,0.0444,0.0,0.0888,0.912,86.351,281227
Spida Man,0.743,0.613,9,-7.654,0,0.0596,0.0436,0.0,0.101,0.486,148.486,291893
Playa,0.899,0.58,1,-5.008,1,0.145,0.0988,0.0,0.0787,0.785,100.028,236467
Down In Da Water,0.831,0.652,1,-5.796,1,0.0556,0.00444,2.61e-06,0.0825,0.371,152.893,260440
Boy,0.655,0.919,10,-5.203,0,0.054,0.04,2.31e-06,0.877,0.679,82.875,239947
Play It Off - Album Version / Explicit,0.843,0.523,4,-5.329,0,0.107,0.0572,0.0,0.203,0.859,91.863,228053
Pretty Toes - Album Version / Explicit,0.814,0.83,11,-3.73,0,0.219,0.313,0.0,0.116,0.605,95.856,269000
My Place,0.632,0.638,1,-4.241,0,0.0387,0.0561,1.29e-06,0.236,0.604,81.575,336507
Paradise,0.683,0.685,4,-5.31,0,0.0908,0.011,1.6e-06,0.0563,0.871,166.631,276693
She Don't Know My Name - Album Version / Explicit,0.555,0.737,0,-5.001,1,0.212,0.0139,0.0,0.31,0.307,87.763,266267
N Dey Say - Album Version / Explicit,0.87,0.781,0,-3.993,1,0.039,0.236,0.0,0.199,0.708,97.649,217080
Woodgrain And Leather Wit A Hole,0.737,0.623,0,-6.092,1,0.0958,0.0119,0.000188,0.13,0.637,155.803,313160
In My Life - Album Version / Explicit,0.723,0.491,0,-5.975,1,0.266,0.022,0.0,0.0696,0.646,97.165,220547
Over And Over,0.604,0.521,2,-10.029,1,0.0728,0.00799,4.41e-06,0.216,0.464,84.774,253933
Nobody Knows - Album Version / Explicit,0.828,0.515,11,-8.504,0,0.19,0.00859,0.0,0.338,0.918,143.984,277093
Die For You,0.722,0.727,8,-6.271,1,0.513,0.367,0.0,0.0835,0.737,86.095,268733
Ride Wit Me (Remix),0.901,0.517,4,-6.21,0,0.0701,0.00867,0.0,0.32,0.794,120.043,245520
Dilemma,0.759,0.732,0,-6.559,1,0.322,0.0647,0.0,0.483,0.788,168.053,278133
Play It Off - Album Version / Explicit,0.846,0.524,4,-5.315,0,0.094,0.0699,0.0,0.217,0.854,91.866,228053
Pretty Toes - Album Version / Explicit,0.808,0.835,11,-3.725,0,0.218,0.318,0.0,0.123,0.621,95.901,269000
My Place,0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49e-06,0.0982,0.642,163.153,336507
Paradise,0.723,0.683,7,-5.329,1,0.0726,0.0104,1.68e-06,0.0494,0.884,83.327,276693
She Don't Know My Name - Album Version / Explicit,0.52,0.738,0,-5.001,1,0.222,0.0143,0.0,0.321,0.328,87.353,266267
N Dey Say - Album Version / Explicit,0.866,0.771,0,-4.032,1,0.0385,0.232,0.0,0.182,0.719,97.656,217080
Woodgrain And Leather Wit A Hole,0.754,0.618,0,-6.078,1,0.115,0.013,0.000151,0.0988,0.664,155.793,313160
In My Life - Album Version / Explicit,0.672,0.49,0,-5.939,1,0.287,0.0201,0.0,0.08,0.615,97.137,220547
Over And Over,0.644,0.517,7,-10.02,1,0.0803,0.0065,1.37e-06,0.158,0.464,169.799,253933
Nobody Knows - Album Version / Explicit,0.834,0.516,11,-8.539,0,0.187,0.00993,0.0,0.333,0.927,143.984,277093
Die For You,0.784,0.721,8,-6.261,1,0.512,0.345,1.05e-06,0.079,0.763,86.891,268747
Play It Off,0.848,0.516,4,-5.61,0,0.105,0.0544,0.0,0.197,0.866,91.861,228053
Pretty Toes,0.812,0.82,11,-4.401,0,0.204,0.358,0.0,0.135,0.65,95.868,269000
My Place,0.632,0.729,4,-4.056,1,0.0442,0.0692,1.62e-06,0.104,0.614,81.574,336507
Paradise - Album Version (Edited),0.677,0.677,4,-5.517,0,0.0926,0.0163,2.28e-06,0.0512,0.898,166.521,276693
She Don't Know My Name,0.405,0.739,0,-4.967,1,0.227,0.0158,0.0,0.316,0.311,84.886,266267
N Dey Say,0.863,0.733,0,-4.304,1,0.0385,0.241,0.0,0.144,0.705,97.626,217080
Woodgrain And Leather Wit A Hole - Album Version (Edited),0.752,0.627,0,-5.767,1,0.102,0.0118,0.000114,0.0989,0.668,155.819,313160
In My Life - Album Version (Edited),0.694,0.489,0,-5.922,1,0.286,0.0201,0.0,0.0866,0.616,97.138,220547
Over And Over,0.644,0.518,7,-10.02,1,0.0804,0.00646,1.33e-06,0.158,0.464,169.801,253933
Nobody Knows,0.834,0.516,11,-8.583,0,0.188,0.00993,0.0,0.336,0.926,143.99,277093
Die For You - Album Version (Edited),0.671,0.742,8,-5.877,1,0.511,0.345,1.3e-06,0.195,0.756,85.913,268747
Country Grammar (Hot...),0.864,0.571,2,-8.549,1,0.13,0.00076,1.73e-06,0.182,0.524,163.119,294093
Iz U,0.8,0.647,9,-8.427,1,0.206,0.0232,0.0,0.354,0.804,143.107,311733
E.I.,0.529,0.571,1,-6.044,1,0.0519,0.00525,0.0,0.133,0.479,120.079,286400
Ride Wit Me (Remix),0.904,0.486,4,-7.542,0,0.0724,0.00845,0.0,0.343,0.847,120.074,247000
Batter Up,0.836,0.598,8,-6.296,1,0.26,0.167,0.0,0.225,0.867,158.082,417773
If,0.821,0.671,0,-4.528,1,0.122,0.284,0.0,0.203,0.856,95.957,198733
Hot In Herre,0.915,0.76,4,-4.05,0,0.213,0.0318,0.0,0.181,0.921,106.97,225493
Dilemma,0.756,0.691,0,-7.886,1,0.314,0.0683,0.0,0.448,0.782,168.025,277867
Kings Highway,0.865,0.497,1,-8.228,1,0.298,0.0134,0.0,0.105,0.456,166.443,331640
Groovin Tonight,0.808,0.724,0,-7.641,1,0.0614,0.0773,0.0,0.181,0.606,100.708,265800
Air Force Ones,0.706,0.785,2,-6.256,0,0.184,0.0978,0.0,0.054,0.816,82.027,270827
Work It,0.766,0.774,2,-6.369,1,0.153,0.0498,0.0,0.0457,0.812,93.762,252200
#1,0.7,0.774,4,-7.769,0,0.246,0.0115,0.0019,0.171,0.403,89.992,307373
Pimp Juice,0.711,0.719,5,-7.482,0,0.155,0.0887,0.0,0.345,0.909,74.007,309733
